t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_cmd0,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,sigma_min,tau_ext_max
0.05803633,0.00084475,-0.79042556,0.00075879,-2.20838592,-0.00097247,1.59071165,0.78543060,0.06736795,0.03416568,0.04820557,0.24593811,-0.00013567,0.05462565,0.00099406,0.10938524,-1.15457851,-0.39528095,0.16450850,0.64061304,0.16291411,-0.06176196,3.83182274,7.26870757,4.05622796,-5.08237113,0.96062873,-0.14627408,-0.00914993,0.21434877,1.15457851
0.05903696,0.00092479,-0.79038274,0.00080984,-2.20815254,-0.00097387,1.59076476,0.78542977,0.07090711,0.03667378,0.04955555,0.24105962,-0.00010362,0.05427195,0.00055012,0.10720649,-1.11934870,-0.39919118,0.14404472,0.63854303,0.16142483,-0.06168648,3.88140307,7.35952863,4.12449774,-5.12451726,0.96475119,-0.15394054,-0.00508983,0.21433025,1.11934870
0.06003758,0.00100452,-0.79034270,0.00086441,-2.20792712,-0.00097459,1.59081687,0.78543201,0.07323850,0.03806415,0.05125518,0.23709919,-0.00041982,0.05418800,0.00130523,0.10527018,-1.08770788,-0.40216749,0.12678836,0.63663268,0.16027689,-0.06162019,3.94874909,7.46544496,4.18742275,-5.17853697,0.97132505,-0.16347254,-0.00956061,0.21431236,1.08770788
0.06103821,0.00109095,-0.79030635,0.00091605,-2.20770068,-0.00097076,1.59086532,0.78542746,0.07761538,0.03772088,0.05121918,0.23376300,-0.00006003,0.05270917,-0.00063318,0.10418640,-1.05675180,-0.40319742,0.11094611,0.63486934,0.15933006,-0.06158601,3.98726634,7.59531440,4.27425846,-5.24117755,0.97296241,-0.16307502,0.00517674,0.21429438,1.05675180
0.06203884,0.00117456,-0.79025805,0.00097246,-2.20748192,-0.00097065,1.59091425,0.78542594,0.07993672,0.04111112,0.05305048,0.22985366,0.00033935,0.05171893,-0.00094051,0.10439305,-1.02367588,-0.40137183,0.09473686,0.63321552,0.15842510,-0.06159126,4.05594262,7.67210591,4.33546102,-5.29501431,0.97456988,-0.16608715,0.00835788,0.21427700,1.02367588
0.06303946,0.00127028,-0.79021256,0.00103130,-2.20726680,-0.00097107,1.59096468,0.78542670,0.08463194,0.04240967,0.05443024,0.22504571,0.00061924,0.05095380,-0.00031076,0.10581713,-0.98990863,-0.39702703,0.07882923,0.63165865,0.15757216,-0.06160487,4.09074136,7.77756330,4.40216259,-5.33554955,0.97707142,-0.17076013,0.00488009,0.21425991,0.98990863
0.06404009,0.00135868,-0.79016657,0.00108887,-2.20704670,-0.00097340,1.59100733,0.78542745,0.08582137,0.04363481,0.05541721,0.22360712,0.00008173,0.04911995,-0.00016947,0.10845212,-0.95556376,-0.39051245,0.06311072,0.63018376,0.15673269,-0.06158613,4.17621032,7.88357145,4.47456657,-5.42385319,0.98543714,-0.16758826,0.00483680,0.21424242,0.95556376
0.06504072,0.00145880,-0.79011666,0.00115513,-2.20683998,-0.00097275,1.59105188,0.78543200,0.09025602,0.04538627,0.05864464,0.21874965,-0.00069279,0.04773828,0.00125758,0.11235950,-0.91881462,-0.38223153,0.04622758,0.62875659,0.15579616,-0.06152106,4.21589415,7.98118031,4.51492200,-5.46251110,0.99536135,-0.16765991,-0.00438106,0.21422599,0.91881462
0.06604134,0.00156090,-0.79006935,0.00122081,-2.20663600,-0.00097522,1.59109921,0.78542897,0.09402364,0.04641607,0.06130776,0.21477400,-0.00051911,0.04767874,-0.00056673,0.11657927,-0.87967624,-0.37437072,0.02841702,0.62731842,0.15480898,-0.06143498,4.26542588,8.08865282,4.56303278,-5.51307662,0.99884180,-0.17713445,0.00955275,0.21420976,0.87967624
0.06704197,0.00167061,-0.79001807,0.00129731,-2.20643437,-0.00097134,1.59114452,0.78543048,0.09943096,0.04777292,0.06538645,0.21062066,0.00061690,0.04691687,0.00027645,0.11956964,-0.83831515,-0.36976752,0.01018954,0.62577961,0.15385074,-0.06137325,4.29203201,8.19013096,4.59027680,-5.56064057,0.99531413,-0.18161186,0.00460320,0.21419372,0.83831515
0.06804259,0.00177579,-0.78996543,0.00137291,-2.20624222,-0.00097206,1.59119294,0.78543048,0.10015132,0.04890392,0.06856841,0.20573538,-0.00007872,0.04711264,0.00011981,0.12070170,-0.79473616,-0.36993979,-0.00828059,0.62409960,0.15296093,-0.06135995,4.38548860,8.29525794,4.63010667,-5.59703761,1.00487225,-0.19290918,0.00673813,0.21417842,0.79473616
0.06904322,0.00188947,-0.78991634,0.00144488,-2.20605181,-0.00097256,1.59123556,0.78542594,0.10427820,0.04855804,0.06981202,0.20123823,-0.00013058,0.04651559,-0.00149197,0.12092720,-0.74829142,-0.37356367,-0.02707122,0.62235033,0.15214951,-0.06140066,4.43083720,8.42071218,4.69676132,-5.63830994,1.00993653,-0.19836744,0.01929952,0.21416326,0.74829142
0.07004385,0.00200722,-0.78986485,0.00152020,-2.20586402,-0.00097171,1.59128443,0.78542670,0.10760037,0.04958198,0.07034136,0.19755707,0.00101011,0.04746063,-0.00112767,0.12158330,-0.69716621,-0.37742774,-0.04718762,0.62062090,0.15132201,-0.06147930,4.48779044,8.52683641,4.77320856,-5.69068981,1.00662839,-0.21491984,0.01777494,0.21414830,0.69716621
0.07104447,0.00212639,-0.78980600,0.00160090,-2.20568215,-0.00097168,1.59132595,0.78542745,0.11001845,0.05168927,0.07288110,0.19316443,0.00125511,0.04657795,-0.00003384,0.12345710,-0.64176155,-0.37921529,-0.06892427,0.61897293,0.15038869,-0.06155082,4.55819719,8.61650260,4.82142189,-5.73239278,1.00968002,-0.21831297,0.01115952,0.21413381,0.64176155
0.07204510,0.00224935,-0.78974944,0.00168384,-2.20550498,-0.00097167,1.59137000,0.78542670,0.11402798,0.05327153,0.07599659,0.18816529,0.00095661,0.04604406,-0.00033291,0.12643709,-0.58499984,-0.37919524,-0.09096025,0.61743523,0.14939030,-0.06158362,4.60664440,8.71294684,4.86124704,-5.76481534,1.01657427,-0.22427985,0.01438520,0.21411969,0.61743523
0.07304573,0.00237712,-0.78968652,0.00176406,-2.20533100,-0.00097243,1.59141208,0.78543124,0.11844677,0.05645941,0.07710238,0.18393737,0.00049228,0.04454226,0.00116077,0.12978302,-0.53004262,-0.37851812,-0.11157100,0.61600733,0.14842357,-0.06156956,4.64953052,8.78652006,4.92963186,-5.80762973,1.02470232,-0.22334520,0.00480805,0.21410582,0.61600733
0.07404635,0.00251132,-0.78962312,0.00185239,-2.20516000,-0.00097167,1.59145033,0.78543048,0.12243288,0.05857850,0.08033370,0.17932184,0.00077223,0.04279509,0.00036901,0.13295033,-0.47941278,-0.37756401,-0.12953703,0.61469170,0.14755308,-0.06151890,4.69865595,8.87381100,4.96734896,-5.84445556,1.02758845,-0.22052843,0.01151052,0.21409218,0.61469170
0.07504698,0.00264554,-0.78955098,0.00194079,-2.20499651,-0.00097167,1.59148920,0.78543370,0.12601262,0.06266405,0.08331584,0.17447549,0.00071440,0.04148899,0.00057156,0.13544139,-0.43522293,-0.37720363,-0.14380047,0.61347944,0.14685561,-0.06146724,4.75429117,8.93260398,5.00904710,-5.87720794,1.03292131,-0.22081720,0.01106761,0.21407914,0.61347944
0.07604761,0.00278615,-0.78948099,0.00203819,-2.20483534,-0.00097167,1.59152374,0.78543156,0.12997587,0.06473586,0.08817111,0.17017503,-0.00011929,0.03983420,-0.00023036,0.13659230,-0.39883447,-0.37913678,-0.15363276,0.61233125,0.14640518,-0.06144814,4.80464578,9.01818565,5.02317486,-5.91698133,1.04372446,-0.21848149,0.01794142,0.21406628,0.61233125
0.07704823,0.00292305,-0.78940484,0.00213710,-2.20468219,-0.00097243,1.59156034,0.78542781,0.13246593,0.06790766,0.09143433,0.16482873,-0.00026926,0.03799425,-0.00191790,0.13600411,-0.36982798,-0.38466562,-0.15912548,0.61120640,0.14623184,-0.06147768,4.87665355,9.08833796,5.05945768,-5.94128231,1.04980826,-0.21491335,0.03110375,0.21405405,0.61120640
0.07804886,0.00306793,-0.78933135,0.00223780,-2.20452839,-0.00097318,1.59159270,0.78543155,0.13583381,0.06929685,0.09348606,0.16220543,-0.00036642,0.03598677,-0.00086779,0.13430013,-0.34597948,-0.39280834,-0.16152673,0.61011151,0.14627465,-0.06154784,4.93612389,9.18296320,5.11182948,-6.00343029,1.05556194,-0.20996021,0.02474151,0.21404177,0.61011151
0.07904948,0.00321932,-0.78924956,0.00233449,-2.20438155,-0.00096999,1.59162564,0.78542629,0.14029477,0.07322145,0.09513929,0.15636343,0.00039331,0.03467412,-0.00223894,0.13245285,-0.32532519,-0.40110514,-0.16218469,0.60908434,0.14644159,-0.06162751,4.98044525,9.24139421,5.17105329,-6.01970584,1.05515780,-0.20987750,0.03579106,0.21403004,0.60908434
0.08005011,0.00337759,-0.78916251,0.00243981,-2.20423575,-0.00097212,1.59165502,0.78542555,0.14591088,0.07650809,0.09793811,0.15298094,0.00013529,0.03277774,-0.00187833,0.13049932,-0.30868596,-0.40847188,-0.16076375,0.60814715,0.14675270,-0.06168051,5.00867440,9.30651758,5.21326972,-6.06991045,1.06219031,-0.20556098,0.03451074,0.21401839,0.60814715
0.08105074,0.00354008,-0.78907700,0.00253259,-2.20409824,-0.00097126,1.59168573,0.78542985,0.15045759,0.07987297,0.09583611,0.14872708,-0.00009866,0.03251010,0.00008959,0.12866667,-0.29685377,-0.41341340,-0.15714154,0.60732949,0.14719210,-0.06166651,5.05191231,9.37266077,5.32503620,-6.10708200,1.06893810,-0.21261623,0.02173083,0.21400740,0.60732949
0.08205136,0.00370361,-0.78898984,0.00263531,-2.20396613,-0.00097124,1.59171306,0.78542901,0.15540272,0.08141095,0.09786436,0.14362622,0.00046611,0.03109916,-0.00062349,0.12798052,-0.28830501,-0.41318064,-0.15216756,0.60669708,0.14768455,-0.06157031,5.09030812,9.46173589,5.37776420,-6.13132682,1.07017189,-0.21155859,0.02799515,0.21399684,0.60669708
0.08305199,0.00387267,-0.78889351,0.00273872,-2.20383361,-0.00097593,1.59174480,0.78543126,0.15916659,0.08608656,0.09963263,0.14060723,-0.00106635,0.03080530,0.00007639,0.12868678,-0.28177449,-0.40761058,-0.14640468,0.60625361,0.14818011,-0.06142299,5.14559302,9.50615582,5.43497460,-6.18496599,1.08637600,-0.21853447,0.02422774,0.21398624,0.60625361
0.08405262,0.00405482,-0.78880053,0.00284310,-2.20370651,-0.00097305,1.59176792,0.78543049,0.16628649,0.08791708,0.10094442,0.13601910,-0.00022553,0.02887114,0.00002301,0.13014498,-0.27698244,-0.39847301,-0.14033962,0.60593043,0.14861448,-0.06126831,5.15307442,9.58936380,5.49780436,-6.21531889,1.08561470,-0.21359339,0.02589930,0.21397607,0.60593043
0.08505324,0.00423397,-0.78870177,0.00295271,-2.20357609,-0.00097390,1.59179403,0.78542764,0.16966487,0.09125076,0.10331278,0.13439187,-0.00112940,0.02784558,-0.00154976,0.13174445,-0.27228310,-0.38716774,-0.13528006,0.60564186,0.14887667,-0.06114431,5.21408804,9.65106916,5.54548074,-6.28774514,1.09730148,-0.21516116,0.03832104,0.21396563,0.60564186
0.08605387,0.00442171,-0.78859622,0.00305906,-2.20346357,-0.00096997,1.59181809,0.78543004,0.17469301,0.09578666,0.10463610,0.12779988,0.00004530,0.02718250,0.00038772,0.13352963,-0.26775565,-0.37439106,-0.13140542,0.60536352,0.14895265,-0.06104823,5.25189118,9.69496125,5.60882850,-6.28853930,1.09423219,-0.21915139,0.02592443,0.21395662,0.60536352
0.08705450,0.00460527,-0.78848737,0.00316552,-2.20335208,-0.00097374,1.59184006,0.78543179,0.17681394,0.10014465,0.10513886,0.12241634,-0.00060727,0.02607087,0.00039305,0.13646716,-0.26760264,-0.35927706,-0.12587350,0.60522173,0.14908710,-0.06093681,5.33144055,9.74163100,5.68318206,-6.30624797,1.10437279,-0.21985484,0.02709261,0.21394769,0.60522173
0.08805512,0.00480742,-0.78837207,0.00327696,-2.20324808,-0.00097201,1.59186534,0.78543262,0.18419517,0.10460287,0.10732921,0.11703723,-0.00034223,0.02592230,0.00091661,0.14109024,-0.27512775,-0.34125484,-0.11620081,0.60531844,0.14951110,-0.06079347,5.33637355,9.78328458,5.73431082,-6.32242872,1.10786459,-0.22752993,0.02470458,0.21393935,0.60531844
0.08905575,0.00500786,-0.78825622,0.00339120,-2.20314549,-0.00097043,1.59188974,0.78543139,0.18820999,0.10800519,0.10886152,0.11281241,0.00010438,0.02511926,0.00046170,0.14663236,-0.29001969,-0.32170344,-0.10248505,0.60559743,0.15022719,-0.06062943,5.38913715,9.84033480,5.79340173,-6.35466085,1.11012118,-0.23053369,0.02927434,0.21393113,0.60559743
0.09005638,0.00520954,-0.78813556,0.00350375,-2.20304884,-0.00097318,1.59191204,0.78543451,0.19279691,0.11230520,0.11034861,0.10747681,-0.00060937,0.02492711,0.00141793,0.15276400,-0.31034672,-0.30145335,-0.08588422,0.60600567,0.15113195,-0.06044590,5.43454913,9.88376186,5.85385406,-6.37056590,1.12075822,-0.23770715,0.02376378,0.21392337,0.60600567
0.09105700,0.00541974,-0.78801143,0.00362451,-2.20296157,-0.00097309,1.59193249,0.78542999,0.19772170,0.11626776,0.11333331,0.10142122,-0.00003837,0.02439606,-0.00046185,0.15954180,-0.33540009,-0.28098025,-0.06659688,0.60654778,0.15219749,-0.06024416,5.47510397,9.92997577,5.89248085,-6.37501983,1.12229063,-0.24244460,0.03850418,0.21391636,0.60654778
0.09205763,0.00564232,-0.78787880,0.00374914,-2.20287171,-0.00097306,1.59194942,0.78543531,0.20584881,0.12080670,0.11714315,0.09841811,-0.00000609,0.02252265,0.00207173,0.16566966,-0.36474063,-0.26288162,-0.04482447,0.60713557,0.15339908,-0.06003335,5.47042218,9.96529042,5.91994713,-6.42194388,1.12765051,-0.23764324,0.02188138,0.21390914,0.60713557
0.09305825,0.00586578,-0.78774232,0.00386778,-2.20278318,-0.00097391,1.59196602,0.78543152,0.21020335,0.12509807,0.11701533,0.09600392,-0.00027536,0.02067471,0.00031857,0.17020444,-0.39633376,-0.24847783,-0.02262408,0.60764859,0.15453907,-0.05981867,5.51891154,10.00647418,6.00223364,-6.47732045,1.13520017,-0.23288271,0.03571702,0.21390203,0.60764859
0.09405888,0.00608890,-0.78760038,0.00398958,-2.20269963,-0.00096909,1.59198409,0.78543304,0.21259234,0.13097323,0.11829263,0.09209696,0.00067553,0.01970519,0.00073324,0.17479801,-0.42916899,-0.23468059,-0.00170834,0.60815322,0.15543096,-0.05959909,5.59576991,10.02436468,6.06499522,-6.51148135,1.13395870,-0.23438390,0.03412756,0.21389531,0.60815322
0.09505951,0.00632048,-0.78746145,0.00410906,-2.20262944,-0.00097198,1.59199912,0.78543531,0.21859272,0.13249224,0.11918309,0.08557729,-0.00020577,0.01822238,0.00122635,0.18131418,-0.46301021,-0.21843944,0.01816577,0.60879251,0.15611982,-0.05936782,5.62165548,10.10156479,6.13234976,-6.50633326,1.14594754,-0.23208462,0.03196705,0.21388966,0.60879251
0.09606013,0.00655680,-0.78732107,0.00423341,-2.20255608,-0.00097187,1.59201319,0.78543380,0.22406694,0.13567613,0.12067607,0.08203480,-0.00050638,0.01636677,0.00010494,0.18966340,-0.49486844,-0.19959771,0.03684809,0.60957123,0.15670452,-0.05913777,5.65519963,10.15512448,6.19126515,-6.54331715,1.15376935,-0.22714089,0.04131053,0.21388375,0.60957123
0.09706076,0.00678910,-0.78716821,0.00436415,-2.20249211,-0.00097105,1.59202938,0.78543228,0.22748091,0.14053537,0.12405884,0.07591775,0.00040388,0.01604631,-0.00064328,0.19911811,-0.52332004,-0.17948271,0.05426964,0.61044052,0.15724716,-0.05893572,5.71885164,10.18260938,6.22362300,-6.54339965,1.15310619,-0.23311082,0.04805879,0.21387859,0.61044052
0.09806139,0.00703709,-0.78701587,0.00449830,-2.20242912,-0.00097001,1.59204385,0.78543607,0.23311120,0.14320894,0.12684836,0.07183561,0.00106194,0.01477900,0.00038210,0.20893485,-0.54966107,-0.16012257,0.07128828,0.61136963,0.15782508,-0.05876671,5.75039447,10.23987669,6.26324316,-6.57103932,1.15423516,-0.23231214,0.04213866,0.21387350,0.61136963
0.09906201,0.00729494,-0.78685494,0.00463978,-2.20237782,-0.00097219,1.59205658,0.78543077,0.24010554,0.14885988,0.13029327,0.06586581,0.00014413,0.01346023,-0.00235213,0.21781949,-0.57492090,-0.14374791,0.08865960,0.61229390,0.15849819,-0.05863254,5.76285531,10.25291979,6.29480570,-6.57103775,1.16659752,-0.23114076,0.06301479,0.21386935,0.61229390
0.10006264,0.00754849,-0.78668708,0.00477336,-2.20232526,-0.00097216,1.59206697,0.78543077,0.24437268,0.15425332,0.13109040,0.06110691,0.00052548,0.01171696,-0.00118123,0.22507394,-0.60224536,-0.13089254,0.10807013,0.61322307,0.15938125,-0.05852934,5.81442761,10.27095283,6.36346964,-6.58835967,1.16979733,-0.22678521,0.05628924,0.21386509,0.61322307
0.10106327,0.00780505,-0.78652782,0.00490835,-2.20227237,-0.00097215,1.59207951,0.78542849,0.24725255,0.15660271,0.13182797,0.05922417,0.00029338,0.01175374,-0.00194669,0.23208012,-0.63175484,-0.11864612,0.12888315,0.61425109,0.16039002,-0.05842073,5.88538404,10.33311982,6.43073786,-6.64545990,1.17732011,-0.23488792,0.06323124,0.21386081,0.63175484
0.10206389,0.00807446,-0.78634851,0.00504665,-2.20223489,-0.00097058,1.59209251,0.78542849,0.25337598,0.16339072,0.13467014,0.05258113,-0.00000857,0.01069812,-0.00115268,0.24006383,-0.66132099,-0.10467423,0.14920673,0.61542080,0.16134608,-0.05826093,5.91101526,10.32706500,6.47179220,-6.63424400,1.18529493,-0.23556337,0.05918387,0.21385775,0.66132099
0.10306452,0.00833726,-0.78617998,0.00519036,-2.20219344,-0.00097102,1.59210395,0.78543546,0.25714688,0.16474511,0.13798304,0.04898761,-0.00038994,0.01104741,0.00113862,0.24838050,-0.69104834,-0.09025910,0.16932635,0.61670282,0.16226931,-0.05801925,5.97017703,10.39879182,6.50193152,-6.66520173,1.19393626,-0.24583157,0.04430028,0.21385437,0.69104834
0.10406514,0.00861504,-0.78600207,0.00534326,-2.20216125,-0.00097067,1.59210832,0.78543728,0.26244629,0.16884437,0.14160298,0.04423091,0.00037438,0.00914281,0.00173266,0.25604009,-0.71834399,-0.07753164,0.18826106,0.61801071,0.16310339,-0.05769949,6.00739613,10.42943570,6.52865293,-6.67890150,1.19455866,-0.24004917,0.04157979,0.21385173,0.71834399
0.10506577,0.00889568,-0.78582743,0.00549025,-2.20213156,-0.00096974,1.59211700,0.78543839,0.26888367,0.16963056,0.14287371,0.03978335,-0.00050387,0.00882052,0.00168550,0.26243319,-0.73936312,-0.06720601,0.20423595,0.61927165,0.16374976,-0.05734293,6.02873517,10.50758715,6.58745805,-6.69576162,1.20668706,-0.24540844,0.04338474,0.21384929,0.73936312
0.10606640,0.00917478,-0.78564778,0.00563680,-2.20210955,-0.00096939,1.59212156,0.78544002,0.27030120,0.17256303,0.14328053,0.03502353,0.00032499,0.00796537,0.00178714,0.26842632,-0.75149116,-0.05692778,0.21614548,0.62054266,0.16416600,-0.05699119,6.12107168,10.55717806,6.65796255,-6.70838646,1.20692363,-0.24680932,0.04412283,0.21384746,0.75149116
0.10706702,0.00946630,-0.78546814,0.00578322,-2.20209722,-0.00097054,1.59212760,0.78543476,0.27559185,0.17500115,0.14344091,0.02789808,0.00061652,0.00764708,-0.00049440,0.27616477,-0.75507659,-0.04264202,0.22457742,0.62201096,0.16442888,-0.05667055,6.15876552,10.61146192,6.73305640,-6.68600060,1.21103496,-0.25206069,0.06191181,0.21384640,0.75507659
0.10806765,0.00976148,-0.78528611,0.00593171,-2.20208179,-0.00096960,1.59213254,0.78543780,0.28265780,0.17769713,0.14596231,0.02437759,0.00038242,0.00763114,0.00041139,0.28588078,-0.75226130,-0.02356657,0.23102381,0.62374524,0.16467110,-0.05639040,6.17199206,10.65982986,6.77546698,-6.71384374,1.21876500,-0.25940138,0.05699400,0.21384509,0.75226130
0.10906828,0.01006003,-0.78509493,0.00608942,-2.20206837,-0.00096849,1.59213343,0.78543402,0.28699683,0.18243687,0.14994506,0.02096981,0.00100106,0.00577815,-0.00040847,0.29580968,-0.74457882,-0.00286867,0.23556582,0.62561692,0.16486478,-0.05614180,6.22371398,10.67796925,6.79661921,-6.74348734,1.22053526,-0.25373640,0.06451011,0.21384394,0.74457882
0.11006890,0.01036689,-0.78490764,0.00624386,-2.20206845,-0.00096812,1.59213867,0.78543478,0.29420660,0.18368424,0.15178805,0.01514932,0.00121674,0.00707252,-0.00017454,0.30454626,-0.73336712,0.01643098,0.23821070,0.62751895,0.16497240,-0.05591022,6.23487615,10.74484833,6.84723091,-6.73663663,1.22519947,-0.27020307,0.06443187,0.21384386,0.73336712
0.11106953,0.01067845,-0.78470283,0.00641197,-2.20206898,-0.00096632,1.59213916,0.78544008,0.29846336,0.18942466,0.15619939,0.01051280,0.00163015,0.00536585,0.00152929,0.31141668,-0.72030101,0.03289499,0.24009538,0.62943189,0.16507462,-0.05567279,6.28780424,10.74552708,6.86189784,-6.74721654,1.22843163,-0.26556952,0.05385846,0.21384382,0.72030101
0.11207016,0.01099836,-0.78450710,0.00657325,-2.20207270,-0.00096278,1.59213957,0.78543947,0.30406326,0.19132602,0.15821902,0.00616358,0.00179353,0.00407506,-0.00007764,0.31633221,-0.70752492,0.04600114,0.24243062,0.63137004,0.16524984,-0.05542663,6.32131132,10.80207552,6.90891945,-6.76038931,1.23336110,-0.26365590,0.06675457,0.21384403,0.70752492
0.11307078,0.01131531,-0.78430736,0.00673993,-2.20207738,-0.00096134,1.59213819,0.78544280,0.30976762,0.19258804,0.16156063,0.00352507,0.00205396,0.00306943,0.00011321,0.31945996,-0.69250062,0.05612444,0.24363603,0.63330002,0.16537329,-0.05520206,6.35415501,10.86598129,6.93631429,-6.79687004,1.23774156,-0.26362496,0.06688070,0.21384431,0.69250062
0.11407141,0.01164826,-0.78410149,0.00692114,-2.20209096,-0.00095691,1.59214051,0.78544240,0.31632400,0.19694886,0.16766467,-0.00154714,0.00307695,0.00301374,0.00025463,0.31997948,-0.67207588,0.06194169,0.24188554,0.63511133,0.16530627,-0.05502285,6.37451230,10.88189200,6.92583878,-6.79842811,1.23665172,-0.27063259,0.06757395,0.21384529,0.67207588
0.11507203,0.01197285,-0.78388360,0.00709976,-2.20210301,-0.00095563,1.59213901,0.78544024,0.32004854,0.20383982,0.17133422,-0.00412991,0.00179198,0.00136161,-0.00016165,0.31696997,-0.65063254,0.06128117,0.23911573,0.63676830,0.16514992,-0.05489526,6.43601632,10.86418171,6.95016131,-6.83595795,1.25193533,-0.26619607,0.07225802,0.21384615,0.65063254
0.11607266,0.01231657,-0.78366198,0.00727306,-2.20211907,-0.00095004,1.59213902,0.78543801,0.32631652,0.20905251,0.17075027,-0.00727406,0.00298442,0.00092964,-0.00022177,0.31156942,-0.63457370,0.05653074,0.23782401,0.63840704,0.16499911,-0.05479731,6.46065170,10.87128680,7.03478969,-6.86445905,1.24973335,-0.27021523,0.07445669,0.21384733,0.63840704
0.11707329,0.01266143,-0.78343673,0.00745152,-2.20213995,-0.00094097,1.59213902,0.78543878,0.33114354,0.21436257,0.17239252,-0.01124514,0.00428540,0.00113589,0.00027615,0.30581004,-0.62630404,0.05282884,0.23885509,0.64021423,0.16484677,-0.05467778,6.50585841,10.87473807,7.08722639,-6.88073298,1.24660097,-0.27875888,0.07261400,0.21384889,0.64021423
0.11807391,0.01301124,-0.78320455,0.00763264,-2.20215891,-0.00092969,1.59213740,0.78543803,0.33901525,0.22003069,0.17606155,-0.01356442,0.00677915,0.00029412,0.00000040,0.29988143,-0.62588031,0.05138683,0.24247860,0.64223872,0.16468611,-0.05449413,6.50882635,10.86915476,7.11251538,-6.91949202,1.23504525,-0.27995481,0.07629097,0.21385029,0.64223872
0.11907454,0.01336891,-0.78296533,0.00782194,-2.20218222,-0.00091457,1.59213664,0.78544258,0.34397756,0.22571962,0.18046518,-0.01659146,0.00902025,0.00022292,0.00128546,0.29231075,-0.63278931,0.04929020,0.24860198,0.64439315,0.16449634,-0.05423222,6.55208761,10.86238261,7.12541674,-6.94804083,1.22507079,-0.28658160,0.06878234,0.21385204,0.64439315
0.12007517,0.01373954,-0.78271637,0.00800802,-2.20220754,-0.00089716,1.59213826,0.78544333,0.35181747,0.23159431,0.18178898,-0.01896642,0.01188299,0.00077110,0.00105337,0.28224656,-0.64631626,0.04471098,0.25703579,0.64664576,0.16425464,-0.05390436,6.55470191,10.85280197,7.18344997,-6.98502361,1.21071205,-0.29757374,0.07209538,0.21385394,0.64664576
0.12107579,0.01410267,-0.78246888,0.00819396,-2.20223073,-0.00087108,1.59213664,0.78544576,0.35539732,0.23540050,0.18264920,-0.02031171,0.01633466,0.00011925,0.00056561,0.27059620,-0.66391624,0.03955967,0.26651757,0.64908844,0.16385427,-0.05354877,6.61755445,10.87499433,7.24438183,-7.03663656,1.18479757,-0.29983287,0.07710003,0.21385567,0.66391624
0.12207642,0.01448887,-0.78221434,0.00839254,-2.20226096,-0.00083714,1.59213740,0.78544439,0.36389842,0.24035748,0.18760588,-0.02321135,0.02107817,0.00057378,0.00087471,0.25806296,-0.68160035,0.03497203,0.27513931,0.65178482,0.16316148,-0.05321073,6.61041572,10.87288174,7.24986070,-7.06453222,1.15646667,-0.31020660,0.07676661,0.21385795,0.68160035
0.12307705,0.01486870,-0.78195085,0.00859489,-2.20229149,-0.00079507,1.59213664,0.78544156,0.36883005,0.24765956,0.19231753,-0.02479761,0.02753061,-0.00032116,-0.00066321,0.24351324,-0.69913989,0.02790883,0.28305126,0.65469087,0.16221243,-0.05292195,6.65443291,10.83862963,7.25831334,-7.11186540,1.11579425,-0.31107263,0.08943859,0.21386026,0.69913989
0.12407767,0.01526345,-0.78168421,0.00880420,-2.20232785,-0.00075075,1.59213270,0.78544314,0.37622838,0.25287180,0.19646980,-0.02872015,0.03230500,-0.00163992,0.00019145,0.22594240,-0.71939916,0.01549406,0.29203582,0.65776387,0.16117478,-0.05267969,6.66292716,10.83109544,7.27367763,-7.12449701,1.08677977,-0.30876190,0.08516048,0.21386302,0.71939916
0.12507830,0.01567006,-0.78141402,0.00900368,-2.20236583,-0.00070937,1.59213482,0.78544569,0.38294052,0.25852985,0.19657812,-0.03163669,0.03503787,-0.00107299,0.00128507,0.20593535,-0.74352479,-0.00119864,0.30335240,0.66100933,0.16020552,-0.05244192,6.68046846,10.82116706,7.34696349,-7.15145552,1.07228175,-0.31976892,0.07915437,0.21386591,0.74352479
0.12607893,0.01606507,-0.78114511,0.00920713,-2.20240220,-0.00067035,1.59213311,0.78544503,0.38734350,0.26082114,0.19958476,-0.03327733,0.03635199,-0.00125496,0.00062999,0.18535262,-0.76845318,-0.01842261,0.31571780,0.66440941,0.15926478,-0.05217855,6.73120519,10.85729863,7.37509023,-7.19530915,1.06779641,-0.32522428,0.08554608,0.21386867,0.76845318
0.12707955,0.01647715,-0.78087955,0.00941234,-2.20245057,-0.00063400,1.59213153,0.78544809,0.39324790,0.26277810,0.20053370,-0.03783221,0.03645828,-0.00123820,0.00113025,0.16608834,-0.78767279,-0.03309127,0.32606189,0.66788923,0.15819805,-0.05189716,6.75987933,10.89816696,7.43256704,-7.19658169,1.07194112,-0.33203004,0.08367917,0.21387238,0.78767279
